Matricule	Id appartenance	Id fonction occupée	Nom	Prénom	Code du groupe politique	Nom court du groupe politique	Date de début d'appartenance	Date de fin d'appartenance	Nom court fonction	Date de début de la fonction	Date de fin de la fonction
04067M	1700	1962	Desessard	Jean	SOC	Groupe socialiste et républicain	05/10/2004	10/01/2012	Membre	05/10/2004	10/01/2012
04067M	2344	2665	Desessard	Jean	ECO	Groupe écologiste	11/01/2012	29/06/2017	Membre	11/01/2012	03/05/2016
04067M	2344	3029	Desessard	Jean	ECO	Groupe écologiste	11/01/2012	29/06/2017	Président	04/05/2016	29/06/2017
04067M	2725	3108	Desessard	Jean	NI	Réunion administrative des non-inscrits	30/06/2017	01/10/2017	Membre	30/06/2017	01/10/2017
14217N	2470	2788	Deseyne	Chantal	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14217N	2537	2869	Deseyne	Chantal	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
86021Y	637	633	Désiré	Rodolphe	RDSE	Groupe du RDSE	02/10/2001	30/09/2004	Membre	02/10/2001	30/09/2004
86021Y	297	297	Désiré	Rodolphe	SOC	Groupe socialiste et républicain		01/10/2001	Membre		01/10/2001
01045S	553	552	Desmarescaux	Sylvie	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01045S	585	584	Desmarescaux	Sylvie	NI	Réunion administrative des non-inscrits	02/10/2001	30/09/2011	Membre	02/10/2001	30/09/2011
58367R	1027	1287	Desmarets	Jean	NI	Réunion administrative des non-inscrits		02/10/1983	Membre		02/10/1983
11113E	2214	2488	Desplan	Félix	SOC	Groupe socialiste et républicain	01/10/2011	27/06/2017	Membre	01/10/2011	27/06/2017
11113E	2698	3080	Desplan	Félix	LREM	Groupe La République En Marche	28/06/2017	01/10/2017	Membre	28/06/2017	01/10/2017
86001U	1028	1288	Dessaigne	Georges	UC	Groupe Union Centriste		30/06/1997	Membre		30/06/1997
000084	1029	1289	Desseigne	Henri	UC	Groupe Union Centriste		01/10/1974	Membre		01/10/1974
04093P	1729	1991	Detcheverry	Denis	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04093P	1774	2038	Detcheverry	Denis	UMP	Groupe Les Républicains	05/10/2004	24/02/2005	Membre	05/10/2004	24/02/2005
04093P	1819	2098	Detcheverry	Denis	UMP	Groupe Les Républicains	25/02/2005	17/05/2010	Membre	22/03/2005	17/05/2010
04093P	2105	2378	Detcheverry	Denis	RDSE	Groupe du RDSE	18/05/2010	30/09/2011	Membre	18/05/2010	30/09/2011
01024M	531	530	Détraigne	Yves	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01024M	635	631	Détraigne	Yves	UC	Groupe Union Centriste	02/10/2001		Membre	02/10/2001	
58043X	1030	1290	Deveze	Gilbert	RI	Groupe des RI		01/10/1980	Membre		01/10/1980
19251M	2683	3064	Devinaz	Gilbert-Luc	SOC	Groupe socialiste et républicain	18/06/2017		Membre	18/06/2017	03/11/2018
19251M	2683	3437	Devinaz	Gilbert-Luc	SOC	Groupe socialiste et républicain	18/06/2017		Membre	06/12/2018	
58943C	1031	1291	Didier	Emile	RDE	Rassemblement Démocratique et Européen		01/10/1989	Membre		01/10/1989
01015L	522	521	Didier	Évelyne	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01015L	586	585	Didier	Évelyne	CRC	Groupe CRCE	02/10/2001	01/10/2017	Membre	02/10/2001	01/10/2017
92019T	127	127	Dieulangard	Marie-Madeleine	SOC	Groupe socialiste et républicain		30/09/2001	Membre		30/09/2001
14215L	2467	2785	Di Folco	Catherine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14215L	2553	2885	Di Folco	Catherine	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
11051H	2300	2574	Dilain	Claude	SOC	Groupe socialiste et républicain	01/10/2011	03/03/2015	Membre	01/10/2011	03/03/2015
65017N	168	168	Diligent	André	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
19577H	2749	3143	Dindar	Nassimah	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19577H	2968	3373	Dindar	Nassimah	UC	Groupe Union Centriste	03/10/2017		Membre	03/10/2017	
04051D	1682	1945	Dini	Muguette	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04051D	1737	1999	Dini	Muguette	UC	Groupe Union Centriste	05/10/2004	30/09/2014	Membre	05/10/2004	01/11/2011
04051D	1737	2628	Dini	Muguette	UC	Groupe Union Centriste	05/10/2004	30/09/2014	Vice-Président	02/11/2011	30/09/2014
14042U	2438	2756	Doineau	Élisabeth	AUCUN	Sénateurs n'appartenant à aucun groupe	29/09/2014	06/10/2014	Membre	29/09/2014	06/10/2014
14042U	2574	2916	Doineau	Élisabeth	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
01027Q	534	533	Doligé	Éric	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01027Q	588	586	Doligé	Éric	RPR	Groupe du RPR	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01027Q	743	739	Doligé	Éric	UMP	Groupe Les Républicains	11/12/2002	01/10/2017	Membre	11/12/2002	30/10/2011
01027Q	743	2649	Doligé	Éric	UMP	Groupe Les Républicains	11/12/2002	01/10/2017	Vice-Président	01/11/2011	06/10/2014
01027Q	743	2847	Doligé	Éric	UMP	Groupe Les Républicains	11/12/2002	01/10/2017	Membre	07/10/2014	01/10/2017
98030P	347	350	Domeizel	Claude	SOC	Groupe socialiste et républicain	01/10/1998	30/09/2014	Membre	01/10/1998	30/09/2014
95026F	772	768	Dominati	Jacques	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
95026F	186	186	Dominati	Jacques	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
04071H	1705	1967	Dominati	Philippe	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04071H	1775	2039	Dominati	Philippe	NI	Réunion administrative des non-inscrits	05/10/2004	16/07/2007	Membre	05/10/2004	16/07/2007
04071H	1863	2142	Dominati	Philippe	UMP	Groupe Les Républicains	17/07/2007		Membre	17/07/2007	
99001N	418	435	Donnay	Jacques	NI	Réunion administrative des non-inscrits	17/10/1999	30/09/2001	Membre	17/10/1999	30/09/2001
89014N	671	667	Doublet	Michel	UMP	Groupe Les Républicains	11/12/2002	24/04/2014	Membre	11/12/2002	24/04/2014
89014N	41	41	Doublet	Michel	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
80017C	25	25	Dreyfus-Schmidt	Michel	SOC	Groupe socialiste et républicain		07/09/2008	Membre		07/09/2008
000220	1032	1292	Driant	Paul	RI	Groupe des RI		01/10/1974	Membre		01/10/1974
58330C	1033	1293	Dubanchet	François	UCDP	Union Centriste des Démocrates de Progrès		02/10/1983	Membre		02/10/1983
04089T	1725	1987	Dubois	Daniel	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04089T	1738	2001	Dubois	Daniel	UC	Groupe Union Centriste	05/10/2004		Membre	05/10/2004	06/10/2004
04089T	1738	2071	Dubois	Daniel	UC	Groupe Union Centriste	05/10/2004		Vice-Président	06/10/2004	30/09/2011
