Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Article de la commune	Commune	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
89007P	M.	Dupont	Ambroise	ANCIEN	6104		11/03/2001	2001			de	Victot-Pontfol	2410	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
89007P	M.	Dupont	Ambroise	ANCIEN	6104		11/03/2001	2001			de	Victot-Pontfol	2683	17/03/2001	2001			Maire
04058L	Mme	Dupont	Bernadette	ANCIEN	10874			1989	21/03/2008	2008	de	Versailles	10914		1995	21/03/2008	2008	Adjoint au maire
04058L	Mme	Dupont	Bernadette	ANCIEN	10874			1989	21/03/2008	2008	de	Versailles	11028		1989		1995	Conseiller municipal
98042T	M.	Dupont	Jean-Léonce	ANCIEN	5168		20/07/1995		11/03/2001	2001	de 	Bayeux	2082			11/03/2001	2001	Maire
98042T	M.	Dupont	Jean-Léonce	ANCIEN	6107		11/03/2001	2001		2008	de 	Bayeux	2413	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98042T	M.	Dupont	Jean-Léonce	ANCIEN	6107		11/03/2001	2001		2008	de 	Bayeux	2684	17/03/2001	2001	01/07/2001	2001	Maire
98042T	M.	Dupont	Jean-Léonce	ANCIEN	6107		11/03/2001	2001		2008	de 	Bayeux	10835	01/07/2001	2001		2008	Conseiller municipal
14151M	M.	Durain	Jérôme	ACTIF	14334		09/03/2008		23/03/2014		de	Chalon-sur-Saône	13621	09/03/2008		23/03/2014		Adjoint au maire
14197C	M.	Duran	Alain	ACTIF	14056	06/01/1985	06/01/1985		03/11/2017		d'	Arnave	13505	06/01/1985		03/11/2017		Maire
000647	M.	Durand	Jacques	ANCIEN	10103							Réalmont	3273					Maire
14249W	Mme	Duranton	Nicole	ACTIF	14253		17/03/2008		17/03/2014		de	Nagel-Séez-Mesnil	13574	17/03/2008		17/03/2014		Maire
14249W	Mme	Duranton	Nicole	ACTIF	14378	17/03/2014	17/03/2014				d'	Évreux	13679	17/03/2014				Conseiller municipal
11062L	Mme	Duriez	Odette	ANCIEN	12823		19/03/1989				de	Cambrin	12993	19/03/1989				Maire
59305F	M.	Duromea	André	ANCIEN	10104				13/07/1988	1988		Le Havre	3274			13/07/1988	1988	Maire
92020L	Mme	Durrieu	Josette	ANCIEN	721				11/03/2001	2001	de 	Saint-Laurent de Neste	721			11/03/2001	2001	Conseiller municipal
92020L	Mme	Durrieu	Josette	ANCIEN	6175		11/03/2001	2001			de	Saint-Laurent de Neste	2473	11/03/2001	2001			Conseiller municipal
89025R	M.	Dussaut	Bernard	ANCIEN	647				11/03/2001	2001	de 	Monségur	647			11/03/2001	2001	Maire
89025R	M.	Dussaut	Bernard	ANCIEN	6108		11/03/2001	2001	16/03/2008	2008	de 	Monségur	2414	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
89025R	M.	Dussaut	Bernard	ANCIEN	6108		11/03/2001	2001	16/03/2008	2008	de 	Monségur	2659	17/03/2001	2001	16/03/2008	2008	Maire
93006S	Mme	Dusseau	Joëlle	ANCIEN	644						de 	Bruges	644					Conseiller municipal
14129P	M.	Dusserre	Jean-Yves	ANCIEN	13950			1977	27/12/2014		de	Chabottes	13395		1977		1978	Conseiller municipal
14129P	M.	Dusserre	Jean-Yves	ANCIEN	13950			1977	27/12/2014		de	Chabottes	13396		1979		2008	Maire
14129P	M.	Dusserre	Jean-Yves	ANCIEN	13950			1977	27/12/2014		de	Chabottes	13647		2014	27/12/2014		Premier adjoint au maire
19285X	M.	Dutheil	Laurent	ANCIEN	50742	24/03/2014	24/03/2014				de	Villeneuve-Saint-Georges	49336	24/03/2014				Adjoint au maire
58630M	M.	Eberhard	Jacques	ANCIEN	10105				29/07/2009	2009		Gonfreville-l'Orcher	3275			29/07/2009	2009	Conseiller municipal
95029J	M.	Eckenspieller	Daniel	ANCIEN	728				11/03/2001	2001	de 	Illzach	728			11/03/2001	2001	Maire
95029J	M.	Eckenspieller	Daniel	ANCIEN	6057		11/03/2001	2001			de	Illzach	2355	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95029J	M.	Eckenspieller	Daniel	ANCIEN	6057		11/03/2001	2001			de	Illzach	2600	17/03/2001	2001			Maire
58942B	M.	Eeckhoutte	Léon	ANCIEN	10106				31/01/2004	2004		Villemur-sur-Tarn	3276			31/01/2004	2004	Maire
89026S	M.	Égu	André	ANCIEN	658				19/08/2016	2016	de 	Retiers	658			19/08/2016	2016	Conseiller municipal
58502E	M.	Ehlers	Gérard	ANCIEN	10107							<commune indéterminée>	3277					Conseiller municipal
000411	M.	Elby	Henri	ANCIEN	10108							Groffliers	3278					Maire
89027T	M.	Émin	Jean-Paul	ANCIEN	582		13/03/1983	1983	11/03/2001	2001	d'	Oyonnax	582	13/03/1983	1983	11/03/2001	2001	Adjoint au maire
95030B	M.	Émorine	Jean-Paul	ACTIF	736				11/03/2001	2001	de 	Sennecey-le-Grand	736			11/03/2001	2001	Maire
95030B	M.	Émorine	Jean-Paul	ACTIF	6058		11/03/2001	2001	16/03/2008	2008	de	Sennecey-le-Grand	2356	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95030B	M.	Émorine	Jean-Paul	ACTIF	6058		11/03/2001	2001	16/03/2008	2008	de	Sennecey-le-Grand	2704	17/03/2001	2001	16/03/2008	2008	Maire
98045W	M.	Esneu	Michel	ANCIEN	5176			1988	11/03/2001	2001	de 	Dol-de-Bretagne	2087			11/03/2001	2001	Maire
98045W	M.	Esneu	Michel	ANCIEN	6109		11/03/2001	2001	16/03/2008	2008	de	Dol-de-Bretagne	2415	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98045W	M.	Esneu	Michel	ANCIEN	6109		11/03/2001	2001	16/03/2008	2008	de	Dol-de-Bretagne	2719	17/03/2001	2001	16/03/2008	2008	Maire
11096W	M.	Esnol	Philippe	ANCIEN	12546			1995	30/03/2014		de	Conflans-Sainte-Honorine	12786		1995		2000	Adjoint au maire
11096W	M.	Esnol	Philippe	ANCIEN	12546			1995	30/03/2014		de	Conflans-Sainte-Honorine	12798	18/03/2001		30/03/2014		Maire
11110B	Mme	Espagnac	Frédérique	ACTIF	12585		18/03/2001		01/04/2015		de	Pau	12867	18/03/2001		01/04/2015		Conseiller municipal
58351H	M.	Espagnac	Raymond	ANCIEN	10109							<commune indéterminée>	3279					Conseiller municipal
86025D	M.	Estier	Claude	ANCIEN	707				11/03/2001	2001	de 	Paris	707			11/03/2001	2001	Conseiller de Paris
14187A	Mme	Estrosi Sassone	Dominique	ACTIF	14034			2001			de	Nice	13498		2001	31/10/2017		Adjoint au maire
14187A	Mme	Estrosi Sassone	Dominique	ACTIF	14034			2001			de	Nice	50877	01/11/2017				Conseiller municipal
01026P	M.	Etienne	Jean-Claude	ANCIEN	11890			1989		1995	de	Reims	11700		1989		1995	Conseiller municipal
19673G	Mme	Eustache-Brinio	Jacqueline	ACTIF	51165	18/03/2001		1983			de	Saint-Gratien	50415	18/03/2001		20/10/2017		Maire
19673G	Mme	Eustache-Brinio	Jacqueline	ACTIF	51165	18/03/2001		1983			de	Saint-Gratien	50572		1983	17/03/2001		Adjoint au maire
19673G	Mme	Eustache-Brinio	Jacqueline	ACTIF	51165	18/03/2001		1983			de	Saint-Gratien	50792	21/10/2017				Conseiller municipal
58934B	M.	Faigt	Jules	ANCIEN	10110				08/07/2011	2011		Beziers	3280			08/07/2011	2011	Conseiller municipal
95031C	M.	Falco	Hubert	ANCIEN	774				11/03/2001	2001	de 	Pignans	774		1983	11/03/2001	2001	Maire
95031C	M.	Falco	Hubert	ANCIEN	774				11/03/2001	2001	de 	Pignans	3124		1968		1983	Conseiller municipal
95031C	M.	Falco	Hubert	ANCIEN	6208		18/03/2001	2001			de	Toulon	2547	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
95031C	M.	Falco	Hubert	ANCIEN	6208		18/03/2001	2001			de	Toulon	2789	25/03/2001	2001			Maire
11022C	Mme	Farreyrol	Jacqueline	ANCIEN	12461		01/03/2008	2008	01/01/2013	2013	du	Tampon (La Réunion)	12662	01/03/2008	2008	01/01/2013	2013	Adjoint au maire
92022N	M.	Fauchon	Pierre	ANCIEN	11887			1989		1995	de	Choue	11697		1989		1995	Maire
92022N	M.	Fauchon	Pierre	ANCIEN	11888			1977		1983	de	Montdoubleau	11698		1997		1983	Adjoint au maire
08066D	M.	Fauconnier	Alain	ANCIEN	11754			2001			de	Saint-Affrique	11615		2001			Maire
000197	M.	Faure	Edgar	ANCIEN	10111							Port-Lesney (Jura)	3281					Maire
83031N	M.	Faure	Jean	ANCIEN	663				11/03/2001	2001	d'	Autrans	663			11/03/2001	2001	Maire
83031N	M.	Faure	Jean	ANCIEN	6151		11/03/2001	2001	16/03/2008	2008	d'	Autrans	2452	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
83031N	M.	Faure	Jean	ANCIEN	6151		11/03/2001	2001	16/03/2008	2008	d'	Autrans	2637	17/03/2001	2001	16/03/2008	2008	Maire
58818X	M.	Faure	Maurice	ANCIEN	10112				06/03/2014	2014		Cahors	3282			06/03/2014	2014	Maire
11034G	M.	Favier	Christian	ANCIEN	12396			1977		1989	de	Champigny-sur-Marne	12503	01/03/1977	1977	01/03/1989	1989	Adjoint au maire
11034G	M.	Favier	Christian	ANCIEN	12396			1977		1989	de	Champigny-sur-Marne	12907	01/03/1989		01/03/1995		Conseiller municipal
97001E	M.	Fayolle	Gérard	ANCIEN	623						de 	Le Bugue	623					Maire
01025N	Mme	Férat	Françoise	ACTIF	6415			1989	01/10/2014		de	Cuchery	2941		1989	01/10/2014		Maire
19647E	M.	Féraud	Rémi	ACTIF	51263	18/03/2001	18/03/2001				du 	dixième arrondissement de Paris	50659	18/03/2001		15/03/2008		Adjoint au maire
19647E	M.	Féraud	Rémi	ACTIF	51263	18/03/2001	18/03/2001				du 	dixième arrondissement de Paris	51022	16/03/2008		18/10/2017		Maire
19647E	M.	Féraud	Rémi	ACTIF	51263	18/03/2001	18/03/2001				du 	dixième arrondissement de Paris	51023	19/10/2017				Conseiller d'arrondissement
000177	M.	Ferrant	Charles	ANCIEN	10113							Neufchâtel en Bray	3283					Conseiller municipal
08045X	M.	Fichet	Jean-Luc	ACTIF	11662			1989			de	Lanmeur	11533		1989	01/10/2017		Maire
08045X	M.	Fichet	Jean-Luc	ACTIF	11662			1989			de	Lanmeur	50831	02/10/2017				Conseiller municipal
11107G	M.	Filleul	Jean-Jacques	ANCIEN	12807		12/03/1983		30/03/2014		de	Montlouis sur Loire	12966	12/03/1983		30/03/2014		Maire
02009S	M.	Fillon	François	ANCIEN	10766			1981		2001	de	Sablé-sur-Sarthe	10850		1981		1983	Adjoint au maire
02009S	M.	Fillon	François	ANCIEN	10766			1981		2001	de	Sablé-sur-Sarthe	10854		1983		2001	Maire
02009S	M.	Fillon	François	ANCIEN	11178			2001			de	Solesmes	11129		2001			Conseiller municipal
95032D	M.	Fischer	Guy	ANCIEN	734				11/03/2001	2001	de 	Vénissieux	734			11/03/2001	2001	Conseiller municipal
95032D	M.	Fischer	Guy	ANCIEN	734				11/03/2001	2001	de 	Vénissieux	11696		1977		1996	Adjoint au maire
96005E	M.	Flandre	Hilaire	ANCIEN	591				31/12/1998		d'	Alincourt	591			31/12/1998		Maire
08023R	M.	Fleming	Louis-Constant	ANCIEN	11848			1977		2002	de	Saint-Martin	11666		1989		2002	Conseiller municipal
08023R	M.	Fleming	Louis-Constant	ANCIEN	11848			1977		2002	de	Saint-Martin	11667		1977		1989	Adjoint au maire
98052V	M.	Flosse	Gaston	ANCIEN	5212		05/05/1965		10/03/2000	2000	de 	Pirae	2105			10/03/2000	2000	Maire
98052V	M.	Flosse	Gaston	ANCIEN	5874		10/03/2000		11/03/2001	2001	de	Pirae	2225	10/03/2000		11/03/2001	2001	Conseiller municipal
11020A	M.	Fontaine	Michel	ANCIEN	12451			2001			de	Saint-Pierre (La Réunion)	12653		2001			Maire
14087W	M.	Forissier	Michel	ACTIF	13879	19/03/2001	19/03/2001				de	Meyzieu	13311	19/03/2001		27/06/2017		Maire
14087W	M.	Forissier	Michel	ACTIF	13879	19/03/2001	19/03/2001				de	Meyzieu	50704	28/06/2017				Conseiller municipal
01003G	M.	Fortassin	François	ANCIEN	6268		21/03/1971	1971	15/05/2017		de	Sarp	2728	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
01003G	M.	Fortassin	François	ANCIEN	6268		21/03/1971	1971	15/05/2017		de	Sarp	2729	17/03/2001	2001	21/03/2008	2008	Adjoint au maire
01003G	M.	Fortassin	François	ANCIEN	6268		21/03/1971	1971	15/05/2017		de	Sarp	11393	20/03/1977	1977	11/03/2001	2001	Maire
01003G	M.	Fortassin	François	ANCIEN	6268		21/03/1971	1971	15/05/2017		de	Sarp	11394	21/03/1971	1971	20/03/1977	1977	Conseiller municipal
01003G	M.	Fortassin	François	ANCIEN	6268		21/03/1971	1971	15/05/2017		de	Sarp	11395	21/03/2008	2008	15/05/2017		Conseiller municipal
000449	M.	Fosse	Roger	ANCIEN	10114				18/12/1996	1996		Auffay	3284			18/12/1996	1996	Maire
59574B	Mme	Fost	Paulette	ANCIEN	10115							Saint-Ouen	3285					Maire
98053W	M.	Foucaud	Thierry	ANCIEN	5231			1977	11/03/2001	2001	d'	Oissel	2116		1982	11/03/2001	2001	Maire
98053W	M.	Foucaud	Thierry	ANCIEN	5231			1977	11/03/2001	2001	d'	Oissel	10791		1977		1982	Adjoint au maire
98053W	M.	Foucaud	Thierry	ANCIEN	6059		11/03/2001				d'	Oissel	2357	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98053W	M.	Foucaud	Thierry	ANCIEN	6059		11/03/2001				d'	Oissel	2705	17/03/2001	2001	30/03/2014		Maire
98053W	M.	Foucaud	Thierry	ANCIEN	6059		11/03/2001				d'	Oissel	13163	01/04/2014		01/10/2017		Adjoint au maire
98053W	M.	Foucaud	Thierry	ANCIEN	6059		11/03/2001				d'	Oissel	50807	02/10/2017				Conseiller municipal
02002K	M.	Fouché	Alain	ACTIF	6752			1983	07/06/2002		de	Chauvigny	3128		1983	07/06/2002		Maire
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	652				11/03/2001	2001	de 	Boulogne-Billancourt	652			11/03/2001	2001	Maire
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	6209		18/03/2001	2001			de	Boulogne-Billancourt	2548	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	6209		18/03/2001	2001			de	Boulogne-Billancourt	2799	25/03/2001	2001	08/03/2007	2007	Maire
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	6209		18/03/2001	2001			de	Boulogne-Billancourt	11169	09/03/2007	2007	21/03/2008	2008	Adjoint au maire
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	6209		18/03/2001	2001			de	Boulogne-Billancourt	11269		2008			Conseiller municipal
77019E	M.	Fourcade	Jean-Pierre	ANCIEN	11996			1971		1982	de	Saint-Cloud	11764		1971		1982	Maire
97011G	M.	Fournier	Bernard	ACTIF	10676		05/07/2002				de	Saint-Nizier de Fornas	10728	05/07/2002			2008	Conseiller municipal
97011G	M.	Fournier	Bernard	ACTIF	10676		05/07/2002				de	Saint-Nizier de Fornas	11745	01/04/2014		23/10/2017		Premier adjoint au maire
97011G	M.	Fournier	Bernard	ACTIF	10676		05/07/2002				de	Saint-Nizier de Fornas	50774	24/10/2017				Conseiller municipal
19521Q	Mme	Fournier	Catherine	ACTIF	50813	18/06/1995	18/06/1995		12/10/2017		de	Fréthun	50103	18/06/1995		12/10/2017		Maire
08065C	M.	Fournier	Jean-Paul	ANCIEN	11749			2001			de	Nîmes	11607		2001			Maire
95033E	M.	Franchis	Serge	ANCIEN	786				11/03/2001	2001	d'	Auxerre	786			11/03/2001	2001	Adjoint au maire
95033E	M.	Franchis	Serge	ANCIEN	6297		18/03/2001	2001		2004	d'	Auxerre	2870	18/03/2001	2001		2004	Conseiller municipal
83003J	M.	François	Philippe	ANCIEN	752				11/03/2001	2001	de 	Coulombs-en-Valois	752			11/03/2001	2001	Maire
83003J	M.	François	Philippe	ANCIEN	6060		11/03/2001	2001	30/03/2019		de	Coulombs-en-Valois	2358	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
83003J	M.	François	Philippe	ANCIEN	6060		11/03/2001	2001	30/03/2019		de	Coulombs-en-Valois	2602	17/03/2001	2001	30/03/2019		Maire
58944D	M.	Francou	Jean	ANCIEN	10116				13/03/2013	2013		Salon-de-Provence	3286			13/03/2013	2013	Conseiller municipal
86027F	Mme	Fraysse-Cazalis	Jacqueline	ANCIEN	10117							Nanterre	3287					Maire
01037S	M.	Frécon	Jean-Claude	ANCIEN	6456			1971	10/12/2016		de	Pouilly-lès-Feurs	2961		1983		2006	Maire
01037S	M.	Frécon	Jean-Claude	ANCIEN	6456			1971	10/12/2016		de	Pouilly-lès-Feurs	10826		1971		1972	Conseiller municipal
01037S	M.	Frécon	Jean-Claude	ANCIEN	6456			1971	10/12/2016		de	Pouilly-lès-Feurs	10827		1972		1983	Adjoint au maire
01037S	M.	Frécon	Jean-Claude	ANCIEN	6456			1971	10/12/2016		de	Pouilly-lès-Feurs	11224		2006	10/12/2016		Conseiller municipal
02001J	M.	Frimat	Bernard	ANCIEN	6665			1995		2001	de	Valenciennes	3107		1995		2001	Conseiller municipal
02001J	M.	Frimat	Bernard	ANCIEN	6668			1977		1989	de	Villeneuve d'Ascq	3110		1977		1989	Adjoint au maire
02001J	M.	Frimat	Bernard	ANCIEN	6670			2001	01/02/2002	2002	de	Valenciennes	3112		2001	01/02/2002	2002	Conseiller municipal
11010L	M.	Frogier	Pierre	ACTIF	12412		13/03/1983		18/03/2001		de	Mont-Dore	12566	01/01/1987		18/03/2001		Maire
11010L	M.	Frogier	Pierre	ACTIF	12412		13/03/1983		18/03/2001		de	Mont-Dore	13038	13/03/1983		01/01/1987		Conseiller municipal
000533	M.	Fuzier	Claude	ANCIEN	10118				22/01/1997	1997		Bondy	3288			22/01/1997	1997	Maire
94003T	M.	Gaillard	Yann	ANCIEN	593			1977	11/03/2001	2001	d'	Essoyes	593		1977	11/03/2001	2001	Maire
59229L	M.	Gallet	Henri	ANCIEN	10119				18/05/2009	2009		Dennebroeucq	3289			18/05/2009	2009	Maire
13005X	Mme	Gaouyer	Marie-Françoise	ANCIEN	12930		23/03/2008				d'	Eu	13115	23/03/2008	2008	31/03/2014		Maire
13005X	Mme	Gaouyer	Marie-Françoise	ANCIEN	12930		23/03/2008				d'	Eu	13189	01/04/2014				Conseiller municipal
98041S	M.	Garrec	René	ANCIEN	5165			1995	11/03/2001	2001	de 	Caen	2080		1995	11/03/2001	2001	Conseiller municipal
98041S	M.	Garrec	René	ANCIEN	6342		11/03/2001	2001		2001	de	Caen	2907	11/03/2001	2001		2001	Conseiller municipal
14231L	Mme	Gatel	Françoise	ACTIF	14344		20/03/2001				de	Châteaugiron	13636	20/03/2001		13/09/2017		Maire
14231L	Mme	Gatel	Françoise	ACTIF	14344		20/03/2001				de	Châteaugiron	50882	14/09/2017				Conseiller municipal
80020W	M.	Gaud	Gérard	ANCIEN	10120							Bourg-lès-Valence	3290					Adjoint au maire
01017N	M.	Gaudin	Christian	ANCIEN	6552			1989	15/05/2001	2001	du	Fuilet	3010		1989	15/05/2001	2001	Maire
89029V	M.	Gaudin	Jean-Claude	ANCIEN	5062			1965	11/03/2001	2001	de 	Marseille	2025		1995	11/03/2001	2001	Maire
89029V	M.	Gaudin	Jean-Claude	ANCIEN	5062			1965	11/03/2001	2001	de 	Marseille	10792		1965		1977	Conseiller municipal
89029V	M.	Gaudin	Jean-Claude	ANCIEN	5062			1965	11/03/2001	2001	de 	Marseille	10795		1983		1989	Maire d'arrondissement
89029V	M.	Gaudin	Jean-Claude	ANCIEN	6185		11/03/2001	2001			de	Marseille	2482	11/03/2001	2001	25/03/2001	2001	Conseiller municipal
89029V	M.	Gaudin	Jean-Claude	ANCIEN	6185		11/03/2001	2001			de	Marseille	2785	25/03/2001	2001			Maire
01053S	M.	Gautier	Charles	ANCIEN	6508			1989	11/06/2014	2014	de	Saint-Herblain	2980		1989	11/06/2014	2014	Maire
59535T	M.	Gautier	François	ANCIEN	10121							Rouen	3291					Conseiller municipal
01055U	Mme	Gautier	Gisèle	ANCIEN	6512			1989		2003	de	Carquefou	2982		1989	14/05/2003	2003	Maire
07024N	M.	Gautier	Jacques	ANCIEN	11248		01/03/1989	1989			de	Garches	11171	01/03/1989	1989			Maire
19695N	M.	Gay	Fabien	ACTIF	51398	23/03/2014	23/03/2014				du	Blanc-Mesnil	50584	23/03/2014				Conseiller municipal
95034F	M.	Gélard	Patrice	ANCIEN	750			1993	11/03/2001	2001	de 	Le Havre	750		1993		1995	Conseiller municipal
95034F	M.	Gélard	Patrice	ANCIEN	750			1993	11/03/2001	2001	de 	Le Havre	10796		1995	11/03/2001	2001	Adjoint au maire
95034F	M.	Gélard	Patrice	ANCIEN	6210		18/03/2001	2001	15/03/2008	2008	de	Le Havre	2549	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
95034F	M.	Gélard	Patrice	ANCIEN	6210		18/03/2001	2001	15/03/2008	2008	de	Le Havre	2847	25/03/2001	2001	15/03/2008	2008	Adjoint au maire
95034F	M.	Gélard	Patrice	ANCIEN	11321		15/03/2008		30/03/2014		de	Sainte-Adresse	11236	15/03/2008	2008	30/03/2014		Maire
14199E	M.	Genest	Jacques	ACTIF	14079	01/04/1989	01/04/1989				de 	Coucouron	13518	01/04/1989		30/03/1995		Conseiller municipal
14199E	M.	Genest	Jacques	ACTIF	14079	01/04/1989	01/04/1989				de 	Coucouron	13519	01/04/1995		31/10/2017		Maire
14199E	M.	Genest	Jacques	ACTIF	14079	01/04/1989	01/04/1989				de 	Coucouron	50970	01/11/2017				Conseiller municipal
71017B	M.	Genton	Jacques	ANCIEN	611				27/11/2008	2008	de 	Sancerre	611			27/11/2008	2008	Conseiller municipal
02006P	M.	Geoffroy	André	ANCIEN	6762			1983	13/07/2019		de	Solliès-Ville	3132		1983	13/07/2019		Maire
86006A	M.	Gérard	Alain	ANCIEN	638				11/03/2001	2001	de 	Quimper	638			11/03/2001	2001	Conseiller municipal
86006A	M.	Gérard	Alain	ANCIEN	6211		18/03/2001	2001	16/03/2008	2008	de	Quimper	2550	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
86006A	M.	Gérard	Alain	ANCIEN	6211		18/03/2001	2001	16/03/2008	2008	de	Quimper	2795	25/03/2001	2001	16/03/2008	2008	Maire
89030N	M.	Gerbaud	François	ANCIEN	6112				13/01/2010	2010	de 	Bouges-le-Château	2416	11/03/2001	2001	13/01/2010	2010	Maire
14355X	Mme	Gerbaud	Frédérique	ACTIF	15335	16/03/2008	16/03/2008				de 	Châteauroux	13933	16/03/2008				Conseiller municipal
58656X	M.	Gerin	Alfred	ANCIEN	10122				01/06/2009	2009		Ampuis	3292			01/06/2009	2009	Maire
11108H	M.	Germain	Jean	ANCIEN	12802		13/03/1983		02/04/2014		de	Tours	12958	13/03/1983		17/06/1995		Conseiller municipal
11108H	M.	Germain	Jean	ANCIEN	12802		13/03/1983		02/04/2014		de	Tours	12959	18/06/1995		30/03/2014		Maire
11108H	M.	Germain	Jean	ANCIEN	12802		13/03/1983		02/04/2014		de	Tours	13174	01/04/2014		02/04/2014		Conseiller municipal
08035V	Mme	Ghali	Samia	ACTIF	11616			2008			de	Marseille (15ème et 16ème arrondissements)	11495		2008	29/09/2017		Maire d'arrondissement
08035V	Mme	Ghali	Samia	ACTIF	11616			2008			de	Marseille (15ème et 16ème arrondissements)	50961	30/09/2017				Conseiller d'arrondissement
19820Y	M.	Gillé	Hervé	ACTIF	51692	30/03/2014	30/03/2014		26/09/2019		de	Podensac	51225	30/03/2014		26/09/2019		Conseiller municipal
08048B	M.	Gilles	Bruno	ACTIF	11676	18/06/1995	18/06/1995		29/09/2017		de	Marseille (4ème et 5ème arrondissements)	11544	18/06/1995		29/09/2017		Maire
08048B	M.	Gilles	Bruno	ACTIF	51531	30/09/2017	30/09/2017				de	Marseille (4ème et 5ème arrondissements)	50876	30/09/2017				Conseiller municipal
11089X	Mme	Gillot	Dominique	ANCIEN	12196		20/03/1977				d'	Eragny-sur-Oise	12312	18/06/1995		19/03/2001		Conseiller municipal
11089X	Mme	Gillot	Dominique	ANCIEN	12196		20/03/1977				d'	Eragny-sur-Oise	12315	20/03/1977		17/06/1995		Adjoint au maire
11089X	Mme	Gillot	Dominique	ANCIEN	12196		20/03/1977				d'	Eragny-sur-Oise	12318	20/03/2001		30/03/2014		Maire
11089X	Mme	Gillot	Dominique	ANCIEN	12196		20/03/1977				d'	Eragny-sur-Oise	13140	07/04/2014				Conseiller municipal
04095R	M.	Gillot	Jacques	ANCIEN	11031			1989		2008	du	Gosier	11022		1989		2001	Maire
04095R	M.	Gillot	Jacques	ANCIEN	11031			1989		2008	du	Gosier	11070		2001	21/03/2008		Adjoint au maire
15447F	M.	Ginesta	Jordi	ACTIF	51011	18/06/1995	18/06/1995				de	Saint-Raphaël	50320	18/06/1995		21/09/2017		Maire
15447F	M.	Ginesta	Jordi	ACTIF	51011	18/06/1995	18/06/1995				de	Saint-Raphaël	51005	22/09/2017				Conseiller municipal
88012G	M.	Ginésy	Charles	ANCIEN	587			1959	11/03/2001	2001	de 	Péone-Valberg	587			11/03/2001	2001	Maire
88012G	M.	Ginésy	Charles	ANCIEN	6004		11/03/2001	2001	23/03/2001	2001	de	Péone-Valberg	2303	11/03/2001	2001	23/03/2001	2001	Conseiller municipal
88012G	M.	Ginésy	Charles	ANCIEN	6004		11/03/2001	2001	23/03/2001	2001	de	Péone-Valberg	2896	23/03/2001	2001	23/03/2001	2001	Maire
04017B	M.	Ginoux	Georges	ANCIEN	10698			1971			de	Presly	10766		1971		1995	Conseiller municipal
04017B	M.	Ginoux	Georges	ANCIEN	10698			1971			de	Presly	10767		1995			Maire
