ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA536	M.	Jean-Pierre	Blazy	1949-11-24		Gonesse	Val-d'Oise	France	Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA538	M.	Émile	Blessig	1947-05-27		Saverne	Bas-Rhin		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA540	M.	Maurice	Blin	1922-08-28	2016-06-16						
PA542	M.	Serge	Blisko	1950-01-06		Nancy	Meurthe-et-Moselle		Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA543	M.	Patrick	Bloche	1956-07-04		Neuilly-sur-Seine	Hauts-de-Seine	France	Directeur commercial	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA546	M.	Roland	Blum	1945-07-12		Pennes-Mirabeau	Bouches-du-Rhône		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA550	M.	Jean-Marie	Bockel	1950-06-22		Strasbourg	Bas-Rhin		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA551	M.	Alain	Bocquet	1946-05-06		Marquillies	Nord	France	Éducateur spécialisé	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA556	M.	Jean-Claude	Bois	1934-03-16		Lens	Pas-de-Calais		Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA558	M.	Yves	Boisseau	1934-02-05		Luant	Indre		Ingénieur retraité	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA560	M.	Daniel	Boisserie	1946-06-08		Saint-Yrieix-la-Perche	Haute-Vienne	France	Architecte	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA563	M.	Jacques	Bompard	1943-02-24		Montpellier	Hérault	France	Docteur en chirurgie dentaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA569	M.	Philippe	Bonnecarrère	1955-07-12		Toulouse	Haute-Garonne		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA580	M.	Maxime	Bono	1947-11-01		Alger		Algérie	Inspecteur des impôts	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA581	M.	Augustin	Bonrepaux	1936-08-11		Perles-et-Castelet	Ariège		Professeur	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA588	M.	Jean-Louis	Borloo	1951-04-07		Paris	Paris	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA588872	Mme	Cécile	Duflot	1975-04-01		Villeneuve-Saint-Georges	Val-de-Marne	France			
PA588884	Mme	Clémentine	Autain	1973-05-26		Saint-Cloud	Hauts-de-Seine	France	Journaliste et autre média	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA588886	M.	Stéphane	Le Foll	1960-02-03		Le Mans	Sarthe	France	Enseignant	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA590	M.	Didier	Borotra	1937-08-30							
PA590031	M.	Kader	Arif	1959-07-03		Alger		Algérie	Cadre administratif	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA590032	M.	Benoît	Hamon	1967-06-26		Saint-Renan	Finistère	France	Directeur de société	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA590034	Mme	Marie-Arlette	Carlotti	1952-01-21		Béziers	Hérault	France	DRH Aéronautique	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA592	Mme	Nicole	Borvo Cohen-Seat	1945-12-08							
PA594	M.	Joseph	Bossé	1946-02-14		Le Tremblay	Maine-et-Loire	France	Retraité	Agriculteurs exploitants	Agriculteurs exploitants
PA595	M.	Bernard	Bosson	1948-02-25		Annecy	Haute-Savoie		Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA599	M.	Jean-Michel	Boucheron	1948-03-06		Le Havre	Seine-Maritime		Assistant d'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA601	M.	René	Bouin	1937-04-23		Chenillé-Changé	Maine-et-Loire		Entrepreneur de tourisme	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA602	M.	Jean-Claude	Boulard	1943-03-28	2018-05-31	Nantes	Loire-Atlantique		Conseiller d'état	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA603	M.	Didier	Boulaud	1950-09-04		Yzeure	Allier		Instituteur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA605036	M.	Damien	Abad	1980-04-05		Nîmes	Gard	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA605069	M.	Jean-Louis	Bricout	1957-12-27		Busigny	Nord	France	Cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA605076	Mme	Marie-Françoise	Bechtel	1946-03-19		Coarraze	Pyrénées-Atlantiques	France	Conseiller d'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605084	M.	Jacques	Krabal	1948-04-10		Epieds	Aisne	France	Retraité de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA605131	M.	Christophe	Castaner	1966-01-03		Ollioules	Var	France	Autre profession	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605143	Mme	Karine	Berger	1973-03-11		Limoges	Haute-Vienne	France	Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA605261	Mme	Sabine	Buis	1970-09-15		Aubenas	Ardèche	France	Professeur du secondaire 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605278	M.	Christophe	Léonard	1971-01-31		Charleville-Mézières	Ardennes	France	Fonctionnaire territorial de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605349	Mme	Marie-Hélène	Fabre	1951-07-27		Talence	Gironde	France	Permanent politique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605426	M.	Patrick	Mennucci	1955-04-08		Marseille	Bouches-du-Rhône	France	Cadre du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA605499	M.	Olivier	Ferrand	1969-11-08	2012-06-30	Marseille	Bouches-du-Rhône	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605518	M.	François-Michel	Lambert	1966-08-24		La Havane		Cuba	Profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA605557	M.	Jean-David	Ciot	1967-05-01		 Rosendaël	Nord	France	Auditeur financier	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA605606	Mme	Clotilde	Valter	1962-06-24		Béthune	Pas-de-Calais	France	Grands corps de l'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605625	Mme	Isabelle	Attard	1969-11-14		Vendôme	Loir-et-Cher	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605643	M.	Alain	Calmette	1957-11-30		Aurillac	Cantal		Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605694	M.	Olivier	Falorni	1972-03-27		Rochefort-sur-Mer	Charente-Maritime	France	Professeur du secondaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605703	Mme	Suzanne	Tallard	1943-06-19		La Rochelle	Charente-Maritime	France	Retraitée de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA605745	M.	Nicolas	Sansu	1968-06-17		Vierzon	Cher	France	Permanent politique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605758	Mme	Sophie	Dessus	1955-09-24	2016-03-03	Suresnes	Hauts-de-Seine	France			
PA605782	M.	Laurent	Marcangeli	1980-12-10		Ajaccio	Corse-du-Sud	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA605804	M.	Laurent	Grandguillaume	1978-01-20		Besançon	Doubs	France	Conseiller en formation	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA605830	Mme	Kheira	Bouziane-Laroussi	1953-08-23		Oran		Algérie	Professeur du secondaire 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605888	Mme	Annie	Le Houerou	1960-03-31		Plougonver	Côtes-d'Armor	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605922	Mme	Brigitte	Allain	1956-04-23		Bergerac	Dordogne	France	Agricultrice-propriétaire exploitante	Agriculteurs exploitants	Agriculteurs exploitants
PA605952	Mme	Barbara	Romagnan	1974-04-25		Annecy	Haute-Savoie	France	Professeur du secondaire 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA605963	M.	Éric	Alauzet	1958-06-07		Nancy	Meurthe-et-Moselle	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA605991	Mme	Annie	Genevard	1956-09-07		Audincourt	Doubs	France	Professeur du secondaire 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606030	Mme	Nathalie	Nieson	1969-03-26		Lyon	Rhône	France	Comptable	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606040	M.	Jean-Louis	Destans	1951-03-03		Libourne	Gironde	France	Grands corps de l'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606098	M.	Olivier	Marleix	1971-02-06		Boulogne-Billancourt	Hauts-de-Seine	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606149	M.	Jean-Luc	Bleunven	1958-12-20		Plabennec	Finistère	France	Agriculteur-propriétaire exploitant	Agriculteurs exploitants	Agriculteurs exploitants
PA606161	Mme	Chantal	Guittet	1955-03-12		Oran		Algérie	Retraitée de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA606171	M.	Richard	Ferrand	1962-07-01		Rodez	Aveyron	France	Cadre du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606202	Mme	Françoise	Dumas	1960-04-12		Alès	Gard	France	Cadre supérieur de la fonction publique, directeur territorial	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606212	M.	Gilbert	Collard	1948-02-03		Marseille	Bouches-du-Rhône	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606225	M.	Patrice	Prat	1965-11-28		Bagnols-sur-Cèze	Gard	France	Profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606230	M.	Fabrice	Verdier	1968-12-16		Bagnols-sur-Cèze	Gard	France	Permanent politique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606258	M.	Christophe	Cavard	1970-02-19		Die	Drôme	France	Educateur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA606299	M.	Jean-Luc	Moudenc	1960-07-19		Toulouse	Haute-Garonne	France	Grands corps de l'État	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606351	Mme	Carole	Delga	1971-08-19		Toulouse	Haute-Garonne	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606363	M.	Christophe	Borgel	1963-09-03		Poitiers	Vienne	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA606375	Mme	Émilienne	Poumirol	1950-07-25		Varilhes	Ariège	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606412	Mme	Sandrine	Doucet	1959-09-10		Talence	Gironde	France	Professeur du secondaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606478	M.	Yves	Foulon	1958-10-10		Arcachon	Gironde	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606495	M.	Gilles	Savary	1954-12-06		Oradour-sur-Vayres	Haute-Vienne		Consultant affaires européennes	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606507	M.	Florent	Boudié	1973-09-22		Sainte-Foy-la-Grande	Gironde	France	Cadre supérieur du secteur public	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606545	M.	Jean-Louis	Roumégas	1962-06-06		Alger		Algérie	Enseignant 1er deg.-directeur école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA606555	Mme	Anne-Yvonne	Le Dain	1955-09-01		Versailles	Yvelines	France	Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606573	Mme	Fanny	Dombre Coste	1956-12-26		St Adresse	Seine-Maritime	France	Artisan	Artisans	Artisans, commerçants et chefs d'entreprise
PA606586	M.	Frédéric	Roig	1969-05-18		Montpellier	Hérault	France	Permanent politique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606606	Mme	Dolores	Roqué	1952-01-29		Pinoso		Espagne	Professeur du secondaire 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606623	M.	Sébastien	Denaja	1979-01-14		Montpellier	Hérault	France	Maître de conférences	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606631	M.	Christian	Assaf	1972-09-01		Nîmes	Gard	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606639	M.	Patrick	Vignal	1958-01-22		Montpellier	Hérault	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA606665	Mme	Marie-Anne	Chapdelaine	1962-03-20		Revin	Ardennes	France	Agent technique et technicienne	Techniciens	Professions Intermédiaires
PA606675	M.	François	André	1967-07-19		Pontivy	Morbihan	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606693	Mme	Isabelle	Le Callennec	1966-10-14		Nantes	Loire-Atlantique	France	Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606712	M.	Gilles	Lurton	1963-07-06		Saint-Servan-sur Mer	Ille-et-Vilaine	France	Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606745	Mme	Isabelle	Bruneau	1966-03-26		Chateauroux	Indre	France	Enseignante en sciences économiques et sociales	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA606793	M.	Laurent	Baumel	1965-08-13		Charleville-Mézières	Ardennes	France	Cadre supérieur du secteur public	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA606888	M.	Jean-Pierre	Barbier	1960-11-11		Bron	Rhône	France	Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA606899	M.	Erwann	Binet	1972-07-30		Brest	Finistère	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA606910	Mme	Michèle	Bonneton	1947-07-15		Tullins	Isère	France	Retraitée de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA606924	Mme	Joëlle	Huillier	1948-10-06		Lyon	Rhône	France	Retraitée du secteur privé	Anciens cadres et professions intermédiaires	Retraités
PA606991	M.	Denys	Robiliard	1960-07-22		Rouen	Seine-Maritime	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA607090	M.	Jean-Pierre	Vigier	1969-10-22		Brioude	Haute-Loire	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA607155	M.	Yves	Daniel	1954-07-31		Mouais	Loire-Atlantique	France	Agriculteur-propriétaire retraité	Anciens agriculteurs exploitants	Retraités
PA607187	Mme	Monique	Rabin	1954-07-02		Laval	Mayenne		Retraitée de la fonction publique 	Anciens cadres et professions intermédiaires	Retraités
PA607193	Mme	Sophie	Errante	1971-07-22		Nantes	Loire-Atlantique	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA607256	Mme	Valérie	Corre	1967-05-17		Antony	Hauts-de-Seine	France	Cadre supérieur du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
